Unnamed: 0,words,Kana
7182,ＩＶ,
7191,Ａｍｅｘ,
7201,ＲＴＧＳ,
7202,ＩＳＤＡ,
7218,インディカティブＮＡＶ,
7224,ＥＳＧ投資,
7225,ＥＣＮ,
7226,ＥＴＮ,
7227,ＥＴＦ,
7228,ＥＴＣ,
7229,ＥＴＰ,
7251,ＨＦＴ,
7252,ＨＶ,
7253,ＳＭＡ,
7254,ＳＯＲ注文,
7255,ＳＱ,
7256,ＮＤＦ,
7257,ＮＹＳＥユーロネクスト,
7258,ＮＹＳＥ,
7259,ＦＲＡ,
7260,ＦＸ,
7261,ＭＳＣＢ,
7268,ＡＴＭ,
7287,ＯＩＳ,
7290,ＯＴＭ,
7291,ＯＴＣ,
7353,下方修正条項付きＣＢ,
7397,ＣＡＰ,
7399,Q-Board,
7430,ＧＬＯＢＥＸ,
7516,ＳＵＮＲＩＳＥ,
7579,ＣＳＡ,
7580,ＣＦＤ,
7581,ＣＤＳ,
7582,Ｊ－ＮＥＴ取引,
7583,ＪＳＣＣ,
7584,ＪＰＸ,
7611,ＳＰＡＮ,
7612,ＳＰＡＮ証拠金額,
7672,つみたてＮＩＳＡ,
7675,ＴＦＸ,
7676,ＴＯＢ,
7677,ＴＴＳ,
7678,ＴＴＭ,
7679,ＴＴＢ,
7680,Ｔプラス2,
7681,Ｔ＋2,
7682,敵対的ＴＯＢ,
7692,ＤＲ,
7693,ＤＳＡ,
7710,TOKYO PRO-BOND Market,
7722,東証2部株価指数,
7730,ＴＯＣＯＭ,
7734,ＴＯＰＩＸ,
7735,トヨタ自動車第1回ＡＡ型種類株式,
7764,ＮＹオプションカット,
7766,ＮＩＳＡ,
7819,ＢＢ,
7820,ｐｉｐｓ,
7821,ＰＴＳ,
7838,ＦＬＯＯＲ,
7868,ｂｐ,
7906,ユーロ円3カ月先物,
