,words
1478,相続開始
1479,相続欠格
1480,相続時精算課税制度
1481,相続税の基礎控除
1482,相続税
1483,相続放棄
1484,相対パフォーマンス
1485,相対力指数（RSI）
1486,想定為替レート
1487,相場操縦行為
1488,相場付き
1489,相場のことは相場にきけ
1490,相場
1491,底入れ
1492,底堅い
1493,底を打つ
1494,底をつく
1495,底
1496,租税条約
1497,外枠方式
1498,備えあれば迷いなし
1499,その他剰余金
1500,ソフトダラー
1501,ソフトランディング
1502,ソブリンウェルスファンド
1503,ソブリン債
1504,ソブリンシーリング
1505,ソブリンリスク
1506,ソリシター
1507,ソルベンシーマージン比率
1508,ソロスチャート
1509,損益計算書
1510,損益通算
1511,損益分岐点
1512,損切り
1513,ソーシャルボンド
1514,ソーシャルレンディング
1515,ソーシャル・インパクト・ボンド
1516,ソーシャル・トレーディング
1517,増益率
1518,増資
1519,増配
1520,贈与税
1521,続伸
1522,続落
1523,証券用語解説集
1524,耐久財受注
1525,対顧客相場
1526,貸借対照表
1527,貸借取引
1528,貸借倍率
1529,貸借銘柄
1530,退職給付会計
1531,退職給付債務
1532,退職給付信託
1533,退職所得控除
1534,対当売買
1535,タイムディケイ
1536,大量保有報告書
1537,高値覚え
1538,高値づかみ
1539,高値引け
1540,高値
1541,タカ派
1542,多議決権種類株
1543,タクティカル・アセット・アロケーション
1544,他社株償還条項付債
1545,多重代表訴訟
1546,立会外取引
1547,立会外分売
1548,立会時間
1549,立会場
1550,立会内取引
1551,タックス・ヘイブン
1552,建玉
1553,棚卸資産回転率
1554,棚卸資産
1555,他人資本
1556,卵は一つのカゴに盛るな
1557,単位型投資信託
1558,単一市場
1559,単位労働コスト
1560,短観加重平均D.I.
1561,短期金融資産
1562,短期金融市場
1563,短期金利
1564,短期継続融資
1565,短期公社債投資信託
1566,短期債務格付け
1567,短期プライムレート
1568,単元株制度
1569,単元未満株の取扱い
1570,単元未満株
1571,探鉱権益
1572,短資会社
1573,単純承認
1574,単純平均株価
1575,タンス株券
1576,単独株主権
1577,担保掛け目
1578,担保
1579,単利
1580,ターゲットイヤーファンド
1581,ターゲット・デート・ファンド
1582,タームプレミアム
1583,タームローン
1584,第1号被保険者
1585,第2号被保険者
1586,第3号被保険者
1587,第一部市場、第二部市場
1588,大会社
1589,代行協会員
1590,代行部分
1591,代行返上
1592,大災害債券
1593,第三者割当処分
1594,第三者割当増資
1595,代襲相続
1596,代償分割
1597,大統領令
1598,ダイナミックヘッジ
1599,ダイナミック・アセット・アロケーション
1600,大納会
1601,大発会
1602,ダイバーシティ
1603,代表取締役
1604,ダイベストメント
1605,大名債
1606,代用有価証券
1607,第4次産業革命
1608,ダイレクトリスティング
1609,ダウ工業株30種平均
1610,ダウンサイド確率
1611,打診売り
1612,打診買い
1613,ダッシュ
1614,ダブルレバレッジ
1615,ダボス会議
1616,だれる
1617,ダークプール
1618,地域経済報告（さくらレポート）
1619,遅行指数
1620,地政学的リスク
1621,地方債
1622,地方税
1623,チャイナリスク
1624,チャイニーズウォール
1625,着地取引
1626,ちゃぶつく
1627,チャートの見方
1628,チャート分析
1629,チャート
1630,注意銘柄
1631,中間配当
1632,中会社
1633,中堅証券
1634,中古住宅販売件数
1635,中古住宅販売成約指数
1636,中国株式
1637,中国総合消費トラッカー
1638,中国・四国インデックス
1639,中進国
1640,忠実義務
1641,超過準備
1642,長期金融市場
1643,長期金利
1644,長期公社債投資信託
1645,長期債務格付け
1646,長期プライムレート
1647,調整
1648,超長期国債先物取引
1649,提灯をつける
1650,直接金融
1651,直接利回り
1652,直系尊属
1653,直系卑属
1654,チョッピー
1655,賃上げETF
1656,賃上げ
1657,追加型投資信託
1658,ツイスト・オペ
1659,通貨オプション
1660,通貨切下げ
1661,通貨戦争
1662,通貨選択型投資信託
1663,通貨バスケット制
1664,通貨マフィア
1665,月足
1666,突込み売り
1667,突っ込み買い
1668,突っ込む
1669,つなぎ売り
1670,積立投資
1671,つみたてNISA
1672,積立方式
1673,強含み横バイ
1674,強含み
1675,連れ高
1676,連れ安
1677,Tier1（基本的項目）
1678,ティッカーシンボル
1679,Tick
1680,TIPs
1681,ティン・パラシュート
1682,TDnet
1683,低位株
1684,定款
1685,定額年金保険
1686,定期金に関する権利
1687,定期昇給
1688,抵抗線
1689,定時償還（債券）
1690,定時償還（投資信託）
1691,定時定型投資信託
1692,定性評価
1693,抵当証券
1694,低PER効果
1695,低ボラティリティ運用
1696,テイラールール
1697,定量評価
1698,手掛かり難
1699,手形売買市場
1700,適温相場
1701,適格機関投資家等特例業務
1702,適格機関投資家
1703,適格退職年金
1704,適債基準
1705,適時開示
1706,敵対的TOB
1707,敵対的買収
1708,適用為替
1709,テクニカル指標
1710,テクニカル分析
1711,手口
1712,手じまい売り
1713,手仕舞い
1714,テック・パルス指数
1715,手詰まり
1716,テナースワップ
1717,手控え
1718,手元流動性
1719,テレマティクス保険
1720,テレワーク
1721,転換価格
1722,転換権付配当優先株式
1723,転換社債型新株予約権付社債
1724,転換点
1725,天候デリバティブ
1726,点心債
1727,天井三日底百日
1728,天井
1729,店頭FX
1730,店頭オプション
1731,店頭市場
1732,店頭デリバティブ
1733,店頭取引（債券市場）
1734,テンバガー
1735,展望レポート
1736,テーパリング
1737,テーマ型ファンド
1738,テールリスク
1739,テール
1740,出合い
1741,ディスインフレーション
1742,ディスカウントブローカー
1743,ディスカウント・ファクター
1744,ディスクロージャー
1745,ディフェンシブストック
1746,DCF法
1747,ディーラー
1748,ディーリング
1749,デイトレード
1750,デカップリング
1751,出来高10位占有率
1752,出来高
1753,出口戦略
1754,デジタル・クーポン債
1755,デットアサンプション
1756,デットファイナンス
1757,デット・エクイティ・スワップ
1758,デット・デット・スワップ
1759,デッドクロス
1760,デッドハンド型防衛策
1761,デッド・キャット・バウンス
1762,出直り
1763,デフォルト
1764,デフレギャップ
1765,デフレスパイラル
1766,デフレマインド
1767,デフレーション
1768,デュアルカレンシー債
1769,デュレーション
1770,デューデリジェンス
1771,デリバティブ
1772,デルタヘッジ
1773,デルタ
1774,電子交付
1775,電子申告（e-Tax）
1776,電力債
1777,電力融通
1778,データポータビリティー
1779,データマイニング
1780,東海三県インデックス
1781,当期純利益
1782,投機的格付け
1783,投機的水準
1784,東京ゴールドスポット100（金限日取引）
1785,東京証券取引所
1786,東京商品取引所
1787,東京レポ・レート
1788,等金額リバランス
1789,投機
1790,当限
1791,統合報告書
1792,統合報告
1793,当座資産
1794,当座比率
1795,当座預金
1796,投資一任契約
1797,投資型年金保険
1798,投資キャッシュフロー
1799,投資銀行
1800,投資顧問業
1801,投資財
1802,投資者保護基金
1803,投資信託協会
1804,投資信託説明書
1805,投資信託のコンセプト
1806,投資信託振替制度
1807,投資信託法
1808,投資信託
1809,投資事業有限責任組合
1810,投資その他の資産
1811,投資適格債
1812,投資適格
1813,投資の三原則
1814,投資ファンド
1815,投資部門別株式売買状況
1816,投資部門別取引状況
1817,投資法人債
1818,投資法人
1819,投資有価証券
1820,東証アローヘッド
1821,東証外国株
1822,東証銀行業株価指数先物取引
1823,東証配当フォーカス100指数
1824,東証Mothers
1825,投資
1826,当日決済取引
1827,掉尾の一振
1828,東北インデックス
1829,騰落率
1830,騰落レシオ
1831,登録株
1832,登録金融機関
1833,登録債
1834,特殊法人
1835,特設注意市場銘柄
1836,特定空家
1837,特定遺贈
1838,特定金銭信託
1839,特定口座
1840,特定受遺者
1841,特別売り気配
1842,特別縁故者
1843,特別会計
1844,特別買い気配
1845,特別勘定
1846,特別気配
1847,特別口座
1848,特別債
1849,特別支配株主
1850,特別受益者
1851,特別清算指数（SQ）
1852,特別損失
1853,特別代理人
1854,特別配当
1855,特別分配金
1856,特別法
1857,特別マル優
1858,特別目的会社
1859,特別利益
1860,特例国債
1861,ToSTNeT市場
1862,途中償還
1863,突飛高
1864,突飛安
1865,トップダウンアプローチ
1866,トップライン
1867,TOPIX
1868,TOPIXオプション取引
1869,TOPIX先物取引
1870,TOPIX連動型ファンド
1871,トムネ
1872,トラッキングエラー
1873,トラッキングストック
1874,トランシェ
1875,トランプノミクス
1876,トランプ・ラリー
1877,トリガー価格
1878,トリガー条項
1879,取組高
1880,取組み
1881,トリクルダウン理論
1882,取締役会
1883,取締役
1884,取引残高報告書
1885,取引所外取引
1886,取引報告書
1887,トリプルウィッチング
1888,トリプル安
1889,Treasury notes
1890,Treasury bonds
1891,トレンドフォロー
1892,トレンド
1893,トレーサビリティ
1894,トレーダー
1895,トレーディング
1896,トロイオンス
1897,トンチン保険
1898,トークン
1899,トータルリターン
1900,トービン税
1901,動意
1902,独立委員会
1903,独立企業間価格
1904,独立系アドバイザー（IFA）
1905,ドットチャート
1906,ドッド・フランク法
1907,独歩高
1908,独歩安
1909,ドテン
1910,ドバイ原油
1911,ドラゴン債
1912,ドルコスト平均法
1913,ドルペッグ
1914,ドル本位制
1915,ドローダウン
1916,証券用語解説集
1917,内需関連株
1918,内部金融
1919,内部留保
1920,NYMEX
1921,仲値
1922,凪相場
1923,投げ売り
1924,投げ
1925,ナスダック100指数
1926,ナスダック総合指数
1927,ナッシュ均衡
1928,NAPM指数
1929,夏枯れ相場
1930,なでしこ銘柄
1931,成行注文
1932,馴合売買
1933,ナローフレーミング
1934,軟化
1935,軟調
1936,ナンピン
1937,二市場
1938,二重底
1939,二重天井
1940,日銀券ルール
1941,日銀審議委員
1942,日銀短観
1943,日銀当座預金残高
1944,日銀トレード
1945,日銀ネット（新日銀ネット）
1946,日米デジタル貿易協定
1947,日米貿易協定
1948,日経225オプション取引
1949,日経225採用銘柄
1950,日経225先物取引
1951,日経225mini
1952,日経300先物取引
1953,日経アジア300ＡＳＥＡＮ指数
1954,日経アジア300インベスタブル指数
1955,日経アジア300指数
1956,日経株価指数300
1957,日経商品指数
1958,日経ジャスダック平均株価
1959,日経通貨インデックス
1960,日経東工取商品指数
1961,日経ナウキャスト日次物価指数
1962,日経225　Weeklyオプション
1963,日経配当指数
1964,日経平均インバース・インデックス
1965,日経平均株価
1966,日経平均高配当株50指数
1967,日経平均ストラテジー・インデックス・シリーズ
1968,日経平均トータルリターン・インデックス
1969,日経平均ノックイン債
1970,日経平均為替ヘッジ・インデックス
1971,日経平均ボラティリティ・インデックス
1972,日経平均レバレッジ・インデックス
1973,日経リンク債
1974,日経・東大日次物価指数
1975,日証金残高
1976,日中足
1977,日本銀行当座預金
1978,日本銀行
1979,日本取引所グループ
1980,日本暗号資産取引業協会（JVCEA）
1981,日本暗号資産ビジネス協会（JCBA）
1982,日本STO協会
1983,日本卸電力取引所
1984,日本格付研究所（JCR）
1985,日本株ファンド
1986,日本銀行政策委員会
1987,日本国債
1988,日本証券業協会
1989,日本政策投資銀行
1990,日本創業者株指数
1991,日本版401(k)
1992,日本版スチュワードシップ・コード
1993,入庫
1994,入札価格（新規公開企業）
1995,入札（国債）
1996,ニューエコノミー
1997,ニュートラル
1998,任意後見
1999,任意償還
2000,人気買い
2001,ニンジャローン
2002,認知バイアス
2003,NISA
2004,抜く
2005,値洗い
2006,値がさ株
2007,ネガワット
2008,ネクスト市場
2009,値頃
2010,ネッティング決済
2011,ネットキャッシュ倍率
2012,ネットキャッシュ
2013,ネット取引
2014,ネットバブル
2015,値付率
2016,値付き
2017,値幅制限
2018,値ぼれ買い
2019,年足
2020,年金資産
2021,ねんきん定期便
2022,年金
2023,年初来高値
2024,年初来安値
2025,年末調整
2026,ノックアウトプット売り型
2027,ノックインプット売り型
2028,ノッチ
2029,野村企業価値分配指数
2030,NOMURA日本株地域別インデックス
2031,NOMURA-BPI
2032,のれん
2033,ノン・デリバラブル・フォワード
2034,ノーロード
2035,証券用語解説集
2036,灰色のサイ
2037,ハイウォーターマーク
2038,排出量取引
2039,配当異動
2040,配当落調整金
2041,配当落ち
2042,配当可能限度額
2043,配当起算日
2044,配当期待権
2045,配当金の税金
2046,配当控除
2047,配当再投資制度
2048,配当性向
2049,配当利回り
2050,配当割引モデル
2051,配当
2052,ハイブリッド社債
2053,ハイブリッド証券
2054,配分変更
2055,ハイ・イールド債ファンド
2056,ハイ・イールド債
2057,端株
2058,計らい注文
2059,跛行色
2060,始値
2061,働き方改革
2062,ハッカソン
2063,発行価格
2064,発行価額
2065,発行市場
2066,発行市場（株式）
2067,発行済株式
2068,発行体
2069,発行登録制度
2070,発行日決済取引
2071,発行要項
2072,初値倍率
2073,初値
2074,ハト派
2075,ハラル
2076,半期報告書
2077,ハンセン中国レッドチップス指数
2078,反対売買
2079,反騰
2080,半値押し
2081,半値八掛け二割引
2082,半値戻しは全値戻し
2083,半値戻し
2084,販売会社（投資信託）
2085,販売手数料（投資信託）
2086,販売費及び一般管理費
2087,反発
2088,反落
2089,ハーディング現象
2090,ハードランディング
2091,ハーフィンダール・ハーシュマン指数
2092,ハーミーズ
2093,バイアウトファンド
2094,媒介
2095,バイサイド
2096,買収防衛策
2097,買収
2098,バイナリーオプション
2099,売買回転率
2100,売買代金
2101,売買停止
2102,売買手数料
2103,場況
2104,バスケット取引
2105,バタフライスプレッド
2106,パックマン・ディフェンス
2107,バフェット指標
2108,バブル景気
2109,バランス型ファンド
2110,バリュエーション
2111,バリュー投資
2112,バリュートラップ（割安のわな）
2113,バリューファンド
2114,バリュー平均法
2115,バリュー
2116,バルチック海運指数
2117,バレル
2118,バンコク銀行間取引
2119,バーゼル銀行監督委員会
2120,バーゼル３
2121,バーゼル２
2122,バーティカルスプレッド
2123,バーナンキ・プット
2124,バーベル戦略
2125,パススルー証券
2126,パッシブ運用
2127,パテント・トロール
2128,パフォーマンス評価
2129,パフォーマンス
2130,パラボリック
2131,パリティ
2132,パレート最適
2133,パンダ債
2134,パー・イールド
2135,パー債
2136,パー
2137,日足
2138,非依頼格付け
2139,冷え込む
2140,東アジア地域包括的経済連携
2141,日柄分析
2142,日柄
2143,引受シンジケート団
2144,引き受け
2145,非居住者
2146,引指注文
2147,引成注文
2148,引け
2149,ヒゲ
2150,非公開会社
2151,悲惨指数
2152,非時系列チャート
2153,ヒストリカルボラティリティ
2154,非ゼロサムゲーム
2155,非嫡出子
2156,一口注文
2157,人の行く裏に道あり花の山
2158,非農業部門雇用者数
2159,日計り商い
2160,日々公表銘柄
2161,非不胎化介入
2162,日歩
2163,冷やし玉
2164,ヒューリスティック
2165,標準偏差・分散
2166,表面税率
2167,表面利率
2168,非連結子会社
2169,ヒートマップ
2170,ビジネスサイクル
2171,美人投票
2172,BIS規制
2173,ビッグデータ
2174,ビッグマック指数
2175,ビッグ・テック
2176,ビットコインキャッシュ(BCH)
2177,ビットコイン先物
2178,ビットコイン
2179,BBレシオ
2180,ピンクシート
2181,ピークアウト
2182,ファイナンシャル・ジェロントロジー
2183,ファイナンシャル・プランナー
2184,ファイナンス
2185,ファストストキャスティクス
2186,ファット・テール
2187,ファニーメイ
2188,ファミリーファンド方式
2189,ファンダメンタルズ分析
2190,ファンダメンタルズ
2191,ファンド愛称
2192,ファンドアナリスト
2193,ファンドオブファンズ
2194,ファンドトラスト
2195,ファンドマネージャー
2196,ファンドラップ
2197,ファーストコール
2198,フィッシャー方程式
2199,フィッチ
2200,フィデューシャリー・デューティ
2201,フィナンシャル・バイヤー
2202,フィボナッチ
2203,フィラデルフィア連銀製造業景況指数
2204,フィリップス曲線
2205,フィンテック協会
2206,フィンテック
2207,フィンテック・エコシステム
2208,風説の流布
2209,フェア・ディスクロージャー・ルール
2210,フェアトレード
2211,フェアバリュー
2212,フェイル
2213,フェニックス銘柄制度
2214,フェリカ
2215,フォロワー
2216,フォワードレートのもつ意味
2217,フォワードレート
2218,フォワードガイダンス
2219,フォーミュラファンド
2220,深押し
2221,賦課方式
2222,復配
2223,含み資産
2224,含み損益
2225,複利
2226,負債コスト
2227,負債比率
2228,負債
2229,不胎化介入
2230,双子の赤字
2231,負担付き贈与
2232,札割れ
2233,復興特別所得税
2234,普通株式
2235,普通取引
2236,普通分配金
2237,不出来
2238,浮動株
2239,不成注文
2240,負の所得税
2241,不美人投票
2242,踏み上げ
2243,踏み
2244,富裕税
2245,フラジャイル5
2246,フラッシュクラッシュ
2247,フラット35
2248,フラット35（借換融資）
2249,フラット35（保証型）
2250,振替口座簿
2251,不良債権
2252,フリーキャッシュフローバリエーション
2253,フルアモチ
2254,フルインベストメント
2255,ふるさと納税
2256,フレディマック
2257,VWAPギャランティー取引
2258,物価指数
2259,物価スライド
2260,物価連動国債
2261,物価
2262,ブックビルディング方式
2263,ブックランナー
2264,ブッシェル
2265,物色買い
2266,物品税
2267,物上担保債
2268,ブラックショールズモデル
2269,ブラックスワン理論
2270,ブラックフライデー
2271,BRICS
2272,ブルドッグ債
2273,ブルベア型
2274,ブルマーケット
2275,ブル
2276,ブルーチップ
2277,ブレイクアウト
2278,ブレグジット
2279,ブレット
2280,ブレークイーブンインフレ率
2281,ブロックチェーン債
2282,ブロックチェーン
2283,ブロックトレーディング
2284,ブロックバスター戦略
2285,ブローカー業務
2286,ブローカー
2287,分割原資
2288,分散投資
2289,ブンズ
2290,分配型
2291,分配金
2292,分別管理
2293,分離課税
2294,プットオプション
2295,プット・コール・レシオ
2296,プライベートエクイティファンド
2297,プライベート・デット
2298,プライマリー収支
2299,プライマリー商品
2300,プライマリーバランス
2301,プライム市場
2302,プライムレート
2303,プラザ合意
2304,プラスアルファ部分
2305,プラス成長
2306,プリンシパル取引
2307,プルーデントマンルール
2308,プレマーケット
2309,プレミア市場
2310,プレミアム
2311,プレミアム・フライデー
2312,プロキシミティ
2313,プログラム売買の状況
2314,プログラム売買
2315,プロスペクト理論
2316,プロフィットファクター
2317,プロポーザル方式
2318,プロ向けファンド
2319,ヘアカット
2320,平均取得単価
2321,平均余命
2322,平成景気
2323,ヘッジ取引
2324,ヘッジファンド
2325,ヘッジャー
2326,ヘリコプターマネー
2327,変額年金保険
2328,変動金利
2329,変動相場制
2330,変動費
2331,変動利付債
2332,ヘンリーハブ
2333,ベアマーケット
2334,ベア
2335,米国債
2336,米国石油協会（API）
2337,米国・メキシコ・カナダ協定
2338,米雇用統計
2339,米州開発銀行
2340,米通商代表部
2341,米ドル建て債券
2342,米連邦破産法11条
2343,ベガ
2344,ベビーファンド
2345,弁済
2346,ベンチマーク
2347,ベンチャー企業
2348,ベンチャーキャピタル
2349,ベンチャー
2350,ペントアップ需要
2351,ベーシススワップ
2352,ベーシスポイント
2353,ベーシックインカム
2354,ベージュブック
2355,ベースアップ
2356,β
2357,ペアトレード
2358,ペイオフ
2359,ペッグ制
2360,包括遺贈
2361,包括受遺者
2362,包括利益
2363,法人企業景気予測調査
2364,法人企業統計調査
2365,法人実効税率
2366,法人税
2367,法定後見
2368,法定準備金
2369,法定相続人
2370,法定単純承認
2371,法定代理人
2372,法定調書
2373,保管振替制度
2374,北陸・北海道インデックス
2375,保険会社
2376,保険支払能力格付け
2377,保護預かり
2378,北海ブレント
2379,Hot issue
2380,ホルダー
2381,ホワイトカラー・エグゼンプション
2382,ホワイトスクワイア
2383,ホワイトナイト
2384,香港H株
2385,香港銀行間取引
2386,香港ハンセン指数
2387,香港レッドチップ株
2388,本質的価値
2389,ホールセール業務
2390,棒上げ
2391,貿易収支
2392,貿易促進権限
2393,棒下げ
2394,暴騰
2395,暴落
2396,簿価
2397,ぼける
2398,墓石広告
2399,ボックス圏相場
2400,ボックス
2401,ボトムアップアプローチ
2402,ボトムライン
2403,募入決定額
2404,ボラタイル
2405,ボラティリティ
2406,ボリュームレシオ
2407,ボリンジャーバンド
2408,ボルカールール
2409,ぼんやり
2410,ポイズンピル
2411,ポイントアンドフィギュア
2412,ポジション
2413,ポピュリズム
2414,ポータビリティー
2415,ポートフォリオ運用
2416,ポートフォリオ売買回転率
2417,ポートフォリオマネージャー
2418,ポートフォリオ理論
2419,ポートフォリオ
2420,証券用語解説集
2421,マイクロクレジット
2422,マイナス金利政策
2423,マイナス金利
2424,マイナス成長
2425,マイナンバー（社会保障・税番号制度）
2426,マイニング
2427,曲がり屋
2428,マクロ経済スライド
2429,マクロ経済
2430,マクロ分析
2431,マザーファンド
2432,マスタートラスト
2433,マッチング理論
2434,窓
2435,マネタイゼーション
2436,マネタリーサーベイ
2437,マネタリーベース
2438,マネーサプライ
2439,マネーストック統計
2440,マネーフロー
2441,マネープールファンド
2442,マネーローンダリング
2443,幻のSQ
2444,真水
2445,マル優
2446,満期償還
2447,満期時利子一括払い
2448,マンデート
2449,マークアッププライシング
2450,マーケットアプローチ
2451,マーケットインパクト
2452,マーケットニュートラル
2453,マーケットポートフォリオ
2454,マーケットメイク
2455,マーケット
2456,見切り千両
2457,ミクロ経済
2458,ミクロ分析
2459,未公開株式投資ファンド
2460,未公開株式
2461,未済
2462,ミシガン大学消費者態度指数
2463,未上場
2464,見せ板
2465,ミセス・ワタナベ
2466,ミディアムタームノート
2467,見直し買い
2468,みなし額面
2469,みなし取得費
2470,みなし相続財産
2471,みなし配当
2472,ミニ株
2473,ミニゴールデンクロス
2474,ミューチュアルファンド
2475,ミリオン
2476,民事再生法
2477,無額面株式
2478,麦わら帽子は冬に買え
2479,無形固定資産
2480,無担保コールオーバーナイト物
2481,無担保債
2482,無配転落
2483,無配
2484,無分配型
2485,ムーアの法則
2486,ムーディーズ
2487,銘柄
2488,名義預金
2489,名目金利
2490,名目GDP
2491,メイン市場
2492,メコン経済圏
2493,目先
2494,メザニン債
2495,メザニンファイナンス
2496,メタバース
2497,メンタルアカウンティング
2498,メープル債
2499,メール期間金利
2500,目論見書制度（投資信託）
2501,目論見書
2502,持ち合い解消
2503,保ち合い
2504,持株会社
2505,持株制度
2506,持株比率
2507,持ち高調整の売り
2508,持ち高調整
2509,餅つき相場
2510,持分変動利益
2511,持分法適用会社
2512,モデル・ポートフォリオ
2513,元引受契約
2514,戻す
2515,戻り足
2516,戻り売り
2517,戻り天井
2518,戻り値
2519,戻り待ちの売り
2520,モニタリング
2521,もみあい
2522,モメンタム株
2523,モメンタム効果
2524,モメンタム
2525,模様眺め
2526,モラトリアム
2527,モラルハザード
2528,モンスター・ストック
2529,モーゲージ証券
2530,モーゲージ統計
2531,モーゲージ
2532,証券用語解説集
2533,約定代金
2534,約定日
2535,約定
2536,安値覚え
2537,安値
2538,休むも相場
2539,山高ければ谷深し
2540,やれやれの売り
2541,ヤンキー債
2542,遺言執行者
2543,遺言書管理業務
2544,遺言信託
2545,遺言
2546,有価証券届出書
2547,有価証券報告書
2548,有価証券
2549,有期年金
2550,有形固定資産
2551,有限責任事業組合
2552,有効求人倍率
2553,有効フロンティア
2554,有事のドル買い
2555,優先株式
2556,優先市場
2557,優先出資証券
2558,優待利回り
2559,有配株
2560,有利子負債利子率
2561,有利子負債
2562,輸出船契約実績
2563,ユニコーン
2564,ユニバーサルバンク
2565,ユニバース
2566,輸入予約
2567,ユーザンス金利
2568,ユーチューバー
2569,ユーフォリア
2570,ユーロ円債
2571,ユーロクリア
2572,ユーロコイン指数
2573,ユーロ債
2574,ユーロ市場
2575,ユーロ建て債
2576,ユーロネクスト
2577,ユーロ
2578,要求払預金
2579,曜日効果
2580,預金準備率操作
2581,預金準備率
2582,預金ファシリティー金利
2583,(預金)歩留まり率
2584,預金
2585,与信
2586,預貸率
2587,預託
2588,予定利率
2589,予備格付け
2590,呼び値
2591,寄指注文
2592,寄り付き
2593,寄成注文
2594,寄り前
2595,弱含み横バイ
2596,弱含み
2597,四本値
2598,ヨーロピアンタイプ
2599,証券用語解説集
2600,ライター
2601,ライツイシュー
2602,ライトコイン
2603,ライドシェア
2604,ライフスタイルファンド
2605,ライフプラン
2606,LIBORフラット
2607,ラスパイレス指数
2608,ラダーポートフォリオ
2609,ラチェット死亡保障
2610,ラッセル1000
2611,ラップアカウント
2612,ランダム・ウォーク
2613,リアルマネー
2614,利益確定売り
2615,利益準備金
2616,利益剰余金
2617,利益相反
2618,利益増減分析
2619,利益超過分配金
2620,利益配当請求権
2621,利落ち
2622,リオープン
2623,リカーリング
2624,リキャップCB
2625,利食い
2626,李克強指数
2627,リコノミクス
2628,利下げ
2629,理財商品
2630,利ざや
2631,利子満期一括債
2632,利子
2633,リスクオフ
2634,リスクオン
2635,リスクオン・リスクオフ指数
2636,リスクキャピタル
2637,リスク許容度
2638,リスクコントロール型ファンド
2639,リスクの種類
2640,リスクパリティ戦略
2641,リスクフリーレート
2642,リスクフリー
2643,リスク分担型確定給付企業年金
2644,リスクプレミアム
2645,リスクマネー
2646,リスク
2647,リスク・リバーサル
2648,リセッション
2649,理想買い
2650,リターン
2651,リターン・リバーサル
2652,リップル
2653,利付金融債
2654,利付国債
2655,利付債
2656,リテール業務
2657,リデノミネーション
2658,利払い日
2659,リバランス
2660,リバーサル
2661,リバーサル・レート
2662,リバースモーゲージローン
2663,リバースレポ
2664,リパッケージ債
2665,リパトリエーション
2666,リパトリ減税
2667,リビジョンインデックス
2668,利含み
2669,リフレ政策
2670,リフレーション
2671,リボルビング
2672,利回り
2673,リム価格
2674,流通市場（株式）
2675,流通市場（債券）
2676,流動資産
2677,流動性カバレッジ比率
2678,流動性供給入札
2679,流動性のジレンマ
2680,流動性の罠
2681,流動性リスク
2682,流動性
2683,流動比率
2684,流動負債
2685,漁師は潮をみる
2686,両建て
2687,量的緩和解除
2688,量的緩和
2689,量的・質的金融緩和
2690,両端入れ
2691,利率
2692,リレーションシップバンキング
2693,理論ベーシス
2694,リーグテーブル
2695,REIT
2696,リーブオーダー
2697,リーマン・ショック
2698,類似会社比準価格算定方式
2699,類似業種比準方式
2700,累積投資コース
2701,累積リターン
2702,レアメタル
2703,暦年贈与
2704,レギュラトリー・サンドボックス
2705,レシオケータ
2706,レセプト債
2707,レッドチップス
2708,劣後株式
2709,劣後債
2710,劣後ローン
2711,レバレッジ型上場投資信託
2712,レバレッジ効果
2713,レベニューシェア
2714,レポ取引
2715,レモン市場
2716,連結決算
2717,連結子会社
2718,連結財務諸表
2719,連結の範囲
2720,レンジ相場
2721,連想売り
2722,連想買い
2723,連続約定気配
2724,連単倍率
2725,レーティング
2726,レーティング・モニター
2727,レーティング（投資信託）
2728,労働生産性
2729,狼狽売り
2730,老齢基礎年金
2731,ロスカット
2732,路線価
2733,ロックアップ
2734,ロボアドバイザー
2735,ロンガーラン
2736,ロングオンリー
2737,ロングテール
2738,ロングポジション
2739,ロンドンフィキシング
2740,ロンバート型貸出制度
2741,ローカル・アベノミクス
2742,ローソク足
2743,ロードショー
2744,ローフレーション
2745,ローリング決済
2746,ローリング効果
2747,ロールオーバー
2748,ローレイテンシー
2749,ローン債権
2750,ローンチスプレッド
2751,ローンチ
2752,ロー
2753,証券用語解説集
2754,ワイド
2755,ワラント
2756,割高株
2757,割引国債
2758,割引債
2759,割引率
2760,割り負け
2761,割安株ファンド
2762,割安株
2763,ワールドダラー
2764,証券用語解説集
2765,106万円の壁
2766,13WMA
2767,216の法則
2768,25DMA
2769,26WMA
2770,401(k)プラン
2771,5DMA
2772,5%ルール（株券の大量保有に関する）
2773,5%ルール（独占禁止法の）
2774,72の法則
2775,IIF
2776,IR
2777,IRR
2778,IRS
2779,IEA
2780,ISM非製造業景況感指数
2781,Ifo
2782,Ifo企業景況感指数
2783,IMF
2784,IOC注文
2785,IoT
2786,ISA
2787,ISINコード
2788,ICGN
2789,ICタグ
2790,IBRD
2791,IPO
2792,ASEAN
2793,ASEAN経済共同体（AEC）
2794,RICI
2795,RFR（リスク・フリー・レート）
2796,RMBS
2797,ROI
2798,ROIC
2799,ROE
2800,ROA
2801,ROC
2802,RCI
2803,RTS指数
2804,RTGS
2805,RPA
2806,ISDA
2807,ESOP
2808,1カイ2ヤリ
2809,1月効果
2810,1通貨単位
2811,iDeCo
2812,EIRR
2813,ERM
2814,ERM II
2815,ESM（欧州安定メカニズム）
2816,ESGインテグレーション
2817,ESG投資
2818,ESGのエコシステム
2819,ESPフォーキャスト調査
